corridor_name,MainDTN,NFCh30m,NSCh2pD,TotCha,ChEBM,ChERM,ChE30,MDTN_B,MDTN_R,trucks_per_fast_charger,trucks_per_slow_charger,total_trucks_per_charger,fast_slow_ratio,fast_charger_percent,energy_per_fast_charger,energy_per_slow_charger,energy_per_truck,recommended_fast_chargers,fast_charger_deficit,charger_need_score
Papiniidu Route (Pärnu County),19.59,1.0,8.0,9.0,3.37,10.25,13.62,4.93,14.65,4.93,1.83125,2.1766666666666667,0.125,11.11111111111111,3.37,1.28125,0.6952526799387442,1.0,0,0.09767993707205902
Motorway A4 Corridor (Duńkowiczki),5.83,1.0,1.0,2.0,2.6,0.05,2.65,5.69,0.13,5.69,0.13,2.915,1.0,50.0,2.6,0.05,0.45454545454545453,1.0,0,0.09658859147260135
М-02 Route (Shevchenkove),18.03,1.0,7.0,8.0,2.18,4.82,7.0,5.6,12.43,5.6,1.7757142857142856,2.25375,0.14285714285714285,12.5,2.18,0.6885714285714286,0.3882418191902385,1.0,0,0.09655216235382216
Motorway M18 Corridor (Doncaster),9.39,1.0,3.0,4.0,3.35,2.81,6.16,5.13,4.26,5.13,1.42,2.3475,0.3333333333333333,25.0,3.35,0.9366666666666666,0.6560170394036209,1.0,0,0.09643717381786113
Meškių g. Route (Maskvytė),25.29,2.0,8.0,10.0,5.32,6.91,12.23,10.15,15.14,5.075,1.8925,2.529,0.25,20.0,2.66,0.86375,0.48359035191775407,1.0,0,0.09608754207515874
B 33 Route (Landkreis Freudenstadt),26.07,2.0,8.0,10.0,3.77,5.33,9.09,11.02,15.04,5.51,1.88,2.607,0.25,20.0,1.885,0.66625,0.3486766398158803,1.0,0,0.09598586512738053
М-07 Route (Bovsuny),14.87,2.0,2.0,4.0,4.35,1.41,5.76,11.24,3.63,5.62,1.815,3.7175,1.0,50.0,2.175,0.705,0.3873570948217888,1.0,0,0.09562955149876562
Словʼянська вулиця Route (Olbyn),9.02,1.0,2.0,3.0,2.22,1.26,3.48,5.75,3.27,5.75,1.635,3.0066666666666664,0.5,33.333333333333336,2.22,0.63,0.3858093126385809,1.0,0,0.09555728089892813
Motorway A 3 Corridor (Barcelos),21.37,2.0,6.0,8.0,6.47,7.89,14.36,9.59,11.78,4.795,1.9633333333333332,2.67125,0.3333333333333333,25.0,3.235,1.315,0.671970051474029,1.0,0,0.09551021413774871
66 Corridor (Litava),6.99,1.0,1.0,2.0,3.19,0.95,4.14,5.21,1.77,5.21,1.77,3.495,1.0,50.0,3.19,0.95,0.592274678111588,1.0,0,0.0953610035642814
Ouluntie Route (Kärsämäki),6.16,1.0,1.0,2.0,3.39,0.72,4.11,5.11,1.05,5.11,1.05,3.08,1.0,50.0,3.39,0.72,0.6672077922077922,1.0,0,0.09531936431817783
Skarpsnotunnelen Highway Corridor (Stavsjø),12.11,2.0,2.0,4.0,6.66,1.48,8.14,9.92,2.19,4.96,1.095,3.0275,1.0,50.0,3.33,0.74,0.6721717588769612,1.0,0,0.09504997609426544
Motorway Autoroute du Soleil Corridor (Villeneuve-sur-Yonne),26.65,1.0,11.0,12.0,3.02,15.48,18.51,4.74,21.91,4.74,1.991818181818182,2.220833333333333,0.09090909090909091,8.333333333333334,3.02,1.4072727272727272,0.6945590994371483,1.0,0,0.09502567066249544
Motorway A4 Corridor (Salnik),12.47,2.0,1.0,3.0,4.93,0.77,5.7,10.89,1.58,5.445,1.58,4.156666666666667,2.0,66.66666666666667,2.465,0.77,0.45709703287890935,1.0,0,0.09474488151255059
Motorway A15 Corridor (Nuland),13.9,2.0,2.0,4.0,5.89,2.14,8.03,10.23,3.66,5.115,1.83,3.475,1.0,50.0,2.945,1.07,0.5776978417266186,1.0,0,0.09471094882539305
Motorway Autovía del Este Corridor (Almonacid del Marquesado),11.04,2.0,1.0,3.0,5.93,0.41,6.35,10.32,0.72,5.16,0.72,3.6799999999999997,2.0,66.66666666666667,2.965,0.41,0.5751811594202899,1.0,0,0.09441812889253329
М-03 Route (Berezivka),12.25,1.0,4.0,5.0,2.13,2.56,4.69,5.6,6.65,5.6,1.6625,2.45,0.25,20.0,2.13,0.64,0.3828571428571429,1.0,0,0.0940686195818599
Haukelivegen Route (Vestland),5.08,1.0,0.0,1.0,3.33,0.0,3.33,5.08,0.0,5.08,,5.08,,100.0,3.33,,0.6555118110236221,1.0,0,0.0940685468510638
Vaasantie Route (Parkano),10.16,2.0,1.0,3.0,6.22,0.01,6.24,10.14,0.02,5.07,0.02,3.3866666666666667,2.0,66.66666666666667,3.11,0.01,0.6141732283464567,1.0,0,0.09405908019015091
М-07 Route (Borodianka),26.97,2.0,9.0,11.0,4.04,6.46,10.5,10.43,16.55,5.215,1.838888888888889,2.4518181818181817,0.2222222222222222,18.181818181818183,2.02,0.7177777777777777,0.38932146829810904,1.0,0,0.09352115016490137
М1 Highway Corridor (Смальянскі сельскі Савет),12.21,2.0,1.0,3.0,5.63,1.09,6.73,10.23,1.98,5.115,1.98,4.07,2.0,66.66666666666667,2.815,1.09,0.5511875511875511,1.0,0,0.09308345898052028
Motorway Autoestrada da Beira Interior Corridor (Mação),15.78,2.0,3.0,5.0,5.69,3.3,8.99,9.99,5.78,4.995,1.9266666666666667,3.1559999999999997,0.6666666666666666,40.0,2.845,1.0999999999999999,0.5697084917617238,1.0,0,0.09304636869290293
D1 Highway Corridor (Stará Turá),9.42,1.0,3.0,4.0,3.28,2.81,6.09,4.91,4.51,4.91,1.5033333333333332,2.355,0.3333333333333333,25.0,3.28,0.9366666666666666,0.6464968152866242,1.0,0,0.09303360030422339
Motorway M4 Corridor (Kintbury),9.75,2.0,1.0,3.0,6.86,0.11,6.97,9.6,0.15,4.8,0.15,3.25,2.0,66.66666666666667,3.43,0.11,0.7148717948717949,1.0,0,0.09289106284253655
A9 Route (Juodlieknis),24.83,2.0,8.0,10.0,4.7,7.88,12.58,10.0,14.84,5.0,1.855,2.4829999999999997,0.25,20.0,2.35,0.985,0.5066451872734595,1.0,0,0.09252171620549914
Strada Statale 16 Adriatica Route (Unknown Area),16.58,2.0,4.0,6.0,5.42,1.03,6.45,10.0,6.58,5.0,1.645,2.763333333333333,0.5,33.333333333333336,2.71,0.2575,0.3890229191797347,1.0,0,0.0923466275637686
Motorway E 18 Corridor (Uppsala County),138.83,1.0,69.0,70.0,1.43,77.35,78.79,2.37,136.46,2.37,1.9776811594202899,1.9832857142857145,0.014492753623188406,1.4285714285714286,1.43,1.1210144927536232,0.5675286321400274,1.0,0,0.09233354706738253
Motorway M43 Corridor (Hódmezővásárhely),11.29,1.0,4.0,5.0,2.78,3.39,6.17,5.1,6.2,5.1,1.55,2.258,0.25,20.0,2.78,0.8475,0.5465013286093888,1.0,0,0.09228139223830213
Motorway A1 Corridor (Vlasotince Municipality),14.0,1.0,5.0,6.0,2.12,3.52,5.64,5.42,8.59,5.42,1.718,2.3333333333333335,0.2,16.666666666666668,2.12,0.704,0.40285714285714286,1.0,0,0.0922779549158066
М-06;Т-18-06 Route (Zhuratyn),11.9,2.0,1.0,3.0,4.63,0.5,5.13,10.7,1.2,5.35,1.2,3.966666666666667,2.0,66.66666666666667,2.315,0.5,0.4310924369747899,1.0,0,0.09212842415304057
Strada Statale 1 Aurelia Route (Puntone di Scarlino),10.08,2.0,1.0,3.0,6.53,0.28,6.81,9.66,0.43,4.83,0.43,3.36,2.0,66.66666666666667,3.265,0.28,0.675595238095238,1.0,0,0.09211264360954267
6 Route (Gorno Izvorovo),10.92,2.0,1.0,3.0,6.1,0.64,6.74,9.87,1.05,4.935,1.05,3.64,2.0,66.66666666666667,3.05,0.64,0.6172161172161172,1.0,0,0.09210589948395942
Motorway Autovía del Suroeste Corridor (Higuera de Albalat),10.59,2.0,1.0,3.0,5.99,0.4,6.39,9.93,0.66,4.965,0.66,3.53,2.0,66.66666666666667,2.995,0.4,0.603399433427762,1.0,0,0.09194779309713252
Motorway A1 Corridor (Aukštdvaris),10.95,2.0,1.0,3.0,5.45,0.38,5.83,10.16,0.8,5.08,0.8,3.65,2.0,66.66666666666667,2.725,0.38,0.532420091324201,1.0,0,0.09146793549774467
R2 Route (Husiná),10.25,1.0,3.0,4.0,3.2,3.87,7.07,4.81,5.43,4.81,1.8099999999999998,2.5625,0.3333333333333333,25.0,3.2,1.29,0.6897560975609757,1.0,0,0.09140574085691347
Motorway A4 Corridor (Nowosielce),16.75,2.0,4.0,6.0,4.6,2.94,7.54,10.33,6.42,5.165,1.605,2.7916666666666665,0.5,33.333333333333336,2.3,0.735,0.4501492537313433,1.0,0,0.091356044780179
Motorway A 61 Corridor (Bad Sobernheim),12.32,2.0,2.0,4.0,5.18,1.08,6.26,10.21,2.12,5.105,1.06,3.08,1.0,50.0,2.59,0.54,0.5081168831168831,1.0,0,0.09123528444945042
D6 Highway Corridor (Hřebeny),18.56,2.0,5.0,7.0,5.37,4.84,10.21,9.7,8.86,4.85,1.7719999999999998,2.6514285714285712,0.4,28.571428571428573,2.685,0.968,0.5501077586206897,1.0,0,0.09091310671165664
Motorway Autovía del Este Corridor (Zafra de Záncara),10.29,2.0,1.0,3.0,5.73,0.17,5.9,9.93,0.35,4.965,0.35,3.4299999999999997,2.0,66.66666666666667,2.865,0.17,0.5733722060252673,1.0,0,0.09082362554147091
N 176 Route (Vildé-la-Marine),4.9,1.0,1.0,2.0,3.35,0.06,3.41,4.81,0.09,4.81,0.09,2.45,1.0,50.0,3.35,0.06,0.6959183673469388,1.0,0,0.09064026648056914
Déviation Sud-Ouest de Soissons Route (Juvigny),13.81,2.0,3.0,5.0,6.3,3.06,9.35,9.29,4.51,4.645,1.5033333333333332,2.762,0.6666666666666666,40.0,3.15,1.02,0.6770456191165821,1.0,0,0.09015352739733537
Motorway Autovía de Guadix a Límite de Región de Murcia Corridor (Gorafe),11.49,2.0,1.0,3.0,6.04,1.17,7.21,9.57,1.91,4.785,1.91,3.83,2.0,66.66666666666667,3.02,1.17,0.6275021758050479,1.0,0,0.09012275518585722
Motorway E 20 Corridor (Olstorp),15.71,2.0,3.0,5.0,4.26,2.9,7.17,10.36,5.35,5.18,1.7833333333333332,3.1420000000000003,0.6666666666666666,40.0,2.13,0.9666666666666667,0.4563971992361553,1.0,0,0.08984696739682829
DN76 Route (Forău),10.7,2.0,1.0,3.0,5.45,0.54,6.0,9.89,0.81,4.945,0.81,3.5666666666666664,2.0,66.66666666666667,2.725,0.54,0.5607476635514019,1.0,0,0.0896177407149785
Motorway Autovía del Cantábrico Corridor (Unknown Area),22.64,3.0,6.0,9.0,7.65,4.77,12.41,14.09,8.55,4.696666666666666,1.425,2.5155555555555558,0.5,33.333333333333336,2.5500000000000003,0.7949999999999999,0.5481448763250883,1.0,0,0.08933725179890134
Motorway Autostrada Soarelui Corridor (Călărași),9.85,2.0,1.0,3.0,6.42,0.38,6.8,9.31,0.53,4.655,0.53,3.283333333333333,2.0,66.66666666666667,3.21,0.38,0.6903553299492385,1.0,0,0.08931865720607418
Motorway Acqua di Calci Corridor (Belmonte Calabro),10.49,2.0,1.0,3.0,6.27,0.79,7.06,9.36,1.13,4.68,1.13,3.4966666666666666,2.0,66.66666666666667,3.135,0.79,0.67302192564347,1.0,0,0.08929038074378015
Inntal Autobahn Highway Corridor (Zams),15.07,2.0,3.0,5.0,4.36,2.4,6.76,10.25,4.81,5.125,1.6033333333333333,3.0140000000000002,0.6666666666666666,40.0,2.18,0.7999999999999999,0.4485733244857332,1.0,0,0.08928891071382049
Motorway A6 Corridor (Bakar),13.76,2.0,2.0,4.0,5.11,2.11,7.22,9.85,3.91,4.925,1.955,3.44,1.0,50.0,2.555,1.055,0.5247093023255814,1.0,0,0.08913707250257051
М-19 Route (Zhyrychi),16.08,2.0,3.0,5.0,4.09,2.24,6.32,10.33,5.74,5.165,1.9133333333333333,3.2159999999999997,0.6666666666666666,40.0,2.045,0.7466666666666667,0.3930348258706468,1.0,0,0.08912142161266437
Viaduc de Blazy Highway Corridor (Rocamadour),16.38,1.0,6.0,7.0,3.12,8.43,11.55,4.51,11.87,4.51,1.9783333333333333,2.34,0.16666666666666666,14.285714285714286,3.12,1.405,0.7051282051282052,1.0,0,0.08909010663093125
Valtatie Route (Joutsa),6.02,1.0,1.0,2.0,3.18,0.83,4.02,4.76,1.26,4.76,1.26,3.01,1.0,50.0,3.18,0.83,0.6677740863787375,1.0,0,0.08906608207942324
La Pyrénéenne Highway Corridor (Esparros),11.84,2.0,2.0,4.0,6.14,1.82,7.96,9.32,2.52,4.66,1.26,2.96,1.0,50.0,3.07,0.91,0.6722972972972973,1.0,0,0.0890107587834309
М-06 Route (Krasnosillia),6.67,1.0,1.0,2.0,2.09,0.5,2.59,5.39,1.29,5.39,1.29,3.335,1.0,50.0,2.09,0.5,0.38830584707646176,1.0,0,0.08899835231578784
Valtatie 4 Highway Corridor (Sysmä),10.79,2.0,1.0,3.0,6.01,0.82,6.83,9.45,1.35,4.725,1.35,3.5966666666666662,2.0,66.66666666666667,3.005,0.82,0.6329935125115849,1.0,0,0.0889700310049824
Tallinn — Narva Route (Lääne-Viru County),5.15,1.0,1.0,2.0,3.29,0.26,3.55,4.71,0.45,4.71,0.45,2.575,1.0,50.0,3.29,0.26,0.6893203883495145,1.0,0,0.08895862409859184
М-03 Route (Fediivka),18.22,1.0,7.0,8.0,1.98,5.1,7.08,5.13,13.09,5.13,1.8699999999999999,2.2775,0.14285714285714285,12.5,1.98,0.7285714285714285,0.3885839736553238,1.0,0,0.08893234172270276
2 Route (Chervena voda),26.16,2.0,9.0,11.0,5.52,11.33,16.86,8.86,17.3,4.43,1.9222222222222223,2.3781818181818184,0.2222222222222222,18.181818181818183,2.76,1.258888888888889,0.6444954128440367,1.0,0,0.0887764449650529
Luktvassvegen Route (Nordland),10.28,2.0,1.0,3.0,6.35,0.7,7.05,9.23,1.05,4.615,1.05,3.4266666666666663,2.0,66.66666666666667,3.175,0.7,0.6857976653696498,1.0,0,0.08867956399338006
Motorway Autoroute de Lorraine-Bourgogne Corridor (Neufchâteau),29.54,2.0,11.0,13.0,5.65,13.51,19.16,8.56,20.98,4.28,1.9072727272727272,2.272307692307692,0.18181818181818182,15.384615384615385,2.825,1.2281818181818183,0.6486120514556534,1.0,0,0.08855293139595698
Motorway M56 Corridor (Brown Heath),5.16,1.0,1.0,2.0,2.87,0.16,3.04,4.92,0.24,4.92,0.24,2.58,1.0,50.0,2.87,0.16,0.5891472868217054,1.0,0,0.08841854311454388
Kuopiontie Route (Lapinlahti),5.57,1.0,1.0,2.0,3.2,0.59,3.79,4.7,0.87,4.7,0.87,2.785,1.0,50.0,3.2,0.59,0.6804308797127468,1.0,0,0.08827729725629929
Motorway A4 Corridor (Szarbia),6.03,1.0,1.0,2.0,2.31,0.47,2.79,5.2,0.83,5.2,0.83,3.015,1.0,50.0,2.31,0.47,0.4626865671641791,1.0,0,0.08800863616297698
Motorway Autoestrada da Beira Interior Corridor (Castelo Branco),8.82,1.0,2.0,3.0,2.76,2.14,4.9,4.84,3.98,4.84,1.99,2.94,0.5,33.333333333333336,2.76,1.07,0.5555555555555556,1.0,0,0.08784177043928626
Motorway Autovía del Cantábrico Corridor (Peñamellera Alta),11.65,1.0,4.0,5.0,2.66,3.74,6.4,4.81,6.83,4.81,1.7075,2.33,0.25,20.0,2.66,0.935,0.5493562231759657,1.0,0,0.08769430034893912
20 Corridor (Kramolín),13.22,2.0,2.0,4.0,5.49,2.32,7.81,9.4,3.82,4.7,1.91,3.305,1.0,50.0,2.745,1.16,0.5907715582450831,1.0,0,0.08749300139863266
вулиця Олександра Рибаченка Route (Sytkivtsi),8.15,1.0,2.0,3.0,2.02,1.13,3.15,5.25,2.9,5.25,1.45,2.716666666666667,0.5,33.333333333333336,2.02,0.565,0.38650306748466257,1.0,0,0.0871625941614491
D 1043 Corridor (Watigny),11.39,2.0,2.0,4.0,6.09,1.52,7.61,9.08,2.31,4.54,1.155,2.8475,1.0,50.0,3.045,0.76,0.6681299385425812,1.0,0,0.08708836677915559
Valtatie 7 Highway Corridor (Kotka),13.89,2.0,3.0,5.0,5.21,2.47,7.68,9.46,4.43,4.73,1.4766666666666666,2.778,0.6666666666666666,40.0,2.605,0.8233333333333334,0.5529157667386608,1.0,0,0.08703299251745555
М-03 Route (Chervone),14.16,2.0,2.0,4.0,3.95,1.53,5.48,10.2,3.95,5.1,1.975,3.54,1.0,50.0,1.975,0.765,0.38700564971751417,1.0,0,0.08703210940787394
Pyhrn Autobahn Highway Corridor (Maria Lankowitz),12.82,2.0,2.0,4.0,4.55,1.51,6.06,9.9,2.92,4.95,1.46,3.205,1.0,50.0,2.275,0.755,0.4726989079563182,1.0,0,0.08693525081391643
Østjyske Motorvej Highway Corridor (Aarhus),21.35,2.0,7.0,9.0,4.87,6.34,11.21,9.23,12.11,4.615,1.73,2.3722222222222222,0.2857142857142857,22.22222222222222,2.435,0.9057142857142857,0.5250585480093677,1.0,0,0.08690728898981132
Motorway A 28 Corridor (Marolles-les-Braults),13.95,2.0,3.0,5.0,6.27,3.51,9.78,8.8,5.16,4.4,1.72,2.79,0.6666666666666666,40.0,3.135,1.17,0.7010752688172043,1.0,0,0.08689357068293668
Valtatie 7 Highway Corridor (Porvoo),12.21,2.0,2.0,4.0,4.84,1.44,6.28,9.74,2.47,4.87,1.235,3.0525,1.0,50.0,2.42,0.72,0.5143325143325144,1.0,0,0.08680431561645897
Обилазница око Београда Highway Corridor (Vozdovac Urban Municipality),22.35,2.0,7.0,9.0,3.79,4.98,8.77,9.78,12.57,4.89,1.7957142857142858,2.4833333333333334,0.2857142857142857,22.22222222222222,1.895,0.7114285714285715,0.39239373601789707,1.0,0,0.08663551885067096
Motorway Autoroute Blanche Corridor (Le Reposoir),11.36,1.0,4.0,5.0,3.08,4.82,7.89,4.48,6.88,4.48,1.72,2.272,0.25,20.0,3.08,1.205,0.6945422535211268,1.0,0,0.08656884227825092
Motorway Autopista Ruta de la Plata Corridor (Villaturiel),11.41,2.0,2.0,4.0,5.84,1.38,7.21,9.14,2.26,4.57,1.13,2.8525,1.0,50.0,2.92,0.69,0.6319018404907976,1.0,0,0.08651016868821508
D46 Highway Corridor (Hoštice),16.91,2.0,5.0,7.0,5.78,5.16,10.94,8.85,8.07,4.425,1.614,2.415714285714286,0.4,28.571428571428573,2.89,1.032,0.6469544648137197,1.0,0,0.08637736198917068
Pohjantie Highway Corridor (Kempele),5.01,1.0,1.0,2.0,3.28,0.35,3.63,4.52,0.5,4.52,0.5,2.505,1.0,50.0,3.28,0.35,0.7245508982035929,1.0,0,0.08635324009414443
Motorway Autostrada della Valle d'Aosta - Autoroute de la Vallée d'Aoste Corridor (Planté),7.86,1.0,2.0,3.0,3.02,2.25,5.26,4.59,3.26,4.59,1.63,2.62,0.5,33.333333333333336,3.02,1.125,0.6692111959287531,1.0,0,0.08626657920878472
A9 Route (Tummel Bridge),5.45,1.0,1.0,2.0,2.36,0.29,2.65,5.04,0.42,5.04,0.42,2.725,1.0,50.0,2.36,0.29,0.4862385321100917,1.0,0,0.08610367402880838
E 45 Corridor (Ragusa),4.69,1.0,1.0,2.0,3.04,0.03,3.07,4.65,0.05,4.65,0.05,2.345,1.0,50.0,3.04,0.03,0.6545842217484008,1.0,0,0.08605702634138006
Motorway A1 Corridor (Unknown Area),9.98,1.0,3.0,4.0,2.49,1.99,4.48,4.82,5.17,4.82,1.7233333333333334,2.495,0.3333333333333333,25.0,2.49,0.6633333333333333,0.44889779559118237,1.0,0,0.08589192554178815
Carretera Vila-real - Puebla de Arenoso Corridor (Castillo de Villamalefa),10.06,1.0,3.0,4.0,2.88,3.42,6.31,4.58,5.48,4.58,1.8266666666666669,2.515,0.3333333333333333,25.0,2.88,1.14,0.6272365805168986,1.0,0,0.08583920348405248
Motorway E 22 Corridor (Skåne County),44.59,1.0,21.0,22.0,2.3,27.04,29.34,3.96,40.62,3.96,1.9342857142857142,2.026818181818182,0.047619047619047616,4.545454545454546,2.3,1.2876190476190477,0.6579950661583314,1.0,0,0.08573029780443636
Centura Bacău Highway Corridor (Valea Seacă),4.95,1.0,1.0,2.0,3.09,0.24,3.34,4.58,0.37,4.58,0.37,2.475,1.0,50.0,3.09,0.24,0.6747474747474747,1.0,0,0.08562934298905717
Tangenziale Nord Highway Corridor (Cumiana),6.19,1.0,1.0,2.0,3.03,1.09,4.11,4.58,1.61,4.58,1.61,3.095,1.0,50.0,3.03,1.09,0.6639741518578353,1.0,0,0.08560964060988982
Våla bru Route (Innlandet),6.91,1.0,2.0,3.0,3.08,1.63,4.71,4.53,2.38,4.53,1.19,2.3033333333333332,0.5,33.333333333333336,3.08,0.815,0.6816208393632417,1.0,0,0.08560921607810973
Шляхопровід Route (Chernihiv Oblast),13.73,2.0,2.0,4.0,3.82,1.39,5.2,10.07,3.66,5.035,1.83,3.4325,1.0,50.0,1.91,0.695,0.37873270211216314,1.0,0,0.0855213888383809
Αττική Οδός Highway Corridor (Municipal Unit of Mandra),7.54,1.0,2.0,3.0,2.62,1.74,4.36,4.78,2.76,4.78,1.38,2.513333333333333,0.5,33.333333333333336,2.62,0.87,0.5782493368700266,1.0,0,0.08550254914962724
Tunnel du Somport Route (Lées-Athas),8.88,1.0,3.0,4.0,2.43,2.19,4.62,4.85,4.03,4.85,1.3433333333333335,2.22,0.3333333333333333,25.0,2.43,0.73,0.5202702702702703,1.0,0,0.08541594122342794
Motorway Autovía del Mediterráneo Corridor (Alhama de Murcia),11.86,2.0,2.0,4.0,5.3,1.3,6.6,9.27,2.59,4.635,1.295,2.965,1.0,50.0,2.65,0.65,0.5564924114671164,1.0,0,0.08541117097173051
Motorway Autopista del Mediterráneo Corridor (Alcudia de Veo),10.89,1.0,4.0,5.0,2.79,4.03,6.83,4.56,6.33,4.56,1.5825,2.178,0.25,20.0,2.79,1.0075,0.6271808999081726,1.0,0,0.08517599274594545
M-I 101 Route (Čelinac),5.31,1.0,1.0,2.0,2.53,0.23,2.76,4.87,0.44,4.87,0.44,2.655,1.0,50.0,2.53,0.23,0.519774011299435,1.0,0,0.08516510969667082
Voie Express de Nantes à Brest Route (Nivillac),5.81,1.0,1.0,2.0,3.13,0.88,4.01,4.48,1.33,4.48,1.33,2.905,1.0,50.0,3.13,0.88,0.6901893287435457,1.0,0,0.08494976523959272
Centura Bacău Highway Corridor (Brad),4.86,1.0,1.0,2.0,3.14,0.21,3.35,4.5,0.36,4.5,0.36,2.43,1.0,50.0,3.14,0.21,0.6893004115226338,1.0,0,0.08494457794250218
M2 Route (Nézsa),17.99,2.0,5.0,7.0,5.04,5.41,10.45,9.0,8.99,4.5,1.798,2.57,0.4,28.571428571428573,2.52,1.082,0.5808782657031685,1.0,0,0.08485565244044702
Motorway A1 Corridor (Stara Pazova Municipality),15.78,2.0,4.0,6.0,3.96,2.43,6.39,9.76,6.02,4.88,1.505,2.63,0.5,33.333333333333336,1.98,0.6075,0.4049429657794677,1.0,0,0.08479016529849971
Motorway M8 Corridor (Chapelton),24.38,1.0,11.0,12.0,2.58,10.56,13.15,4.26,20.11,4.26,1.8281818181818181,2.0316666666666667,0.09090909090909091,8.333333333333334,2.58,0.9600000000000001,0.5393765381460214,1.0,0,0.08450989509045811
Αθήνα - Θεσσαλονίκη - Εύζωνοι Highway Corridor (Pieria Regional Unit),10.0,2.0,1.0,3.0,5.7,0.54,6.23,8.99,1.01,4.495,1.01,3.3333333333333335,2.0,66.66666666666667,2.85,0.54,0.623,1.0,0,0.08447518282424407
Motorway A 8 Corridor (Merzig),9.63,1.0,3.0,4.0,2.54,2.89,5.43,4.69,4.94,4.69,1.6466666666666667,2.4075,0.3333333333333333,25.0,2.54,0.9633333333333334,0.5638629283489096,1.0,0,0.08446128454991786
L'Aquitaine Highway Corridor (Le Mazeau),8.39,1.0,2.0,3.0,3.03,2.69,5.72,4.41,3.99,4.41,1.995,2.796666666666667,0.5,33.333333333333336,3.03,1.345,0.6817640047675804,1.0,0,0.08419038609360707
L'Armoricaine Highway Corridor (Sainte-Suzanne-et-Chammes),6.0,1.0,1.0,2.0,3.14,1.02,4.16,4.41,1.59,4.41,1.59,3.0,1.0,50.0,3.14,1.02,0.6933333333333334,1.0,0,0.08418426184600766
М-19 Route (Bukiv),13.43,1.0,5.0,6.0,1.93,3.47,5.39,4.89,8.54,4.89,1.7079999999999997,2.2383333333333333,0.2,16.666666666666668,1.93,0.6940000000000001,0.40134028294862245,1.0,0,0.08367897950909353
Strada Statale 223 di Paganico Route (Murlo),5.21,1.0,1.0,2.0,3.09,0.53,3.62,4.41,0.8,4.41,0.8,2.605,1.0,50.0,3.09,0.53,0.6948176583493283,1.0,0,0.08350760988207682
Strada Calafatului Route (Bazdana),9.84,1.0,3.0,4.0,2.81,3.56,6.37,4.42,5.43,4.42,1.8099999999999998,2.46,0.3333333333333333,25.0,2.81,1.1866666666666668,0.6473577235772358,1.0,0,0.08312717957491061
Αμβρακία Οδός Highway Corridor (Άγιος Θωμάς),8.77,2.0,1.0,3.0,5.9,0.03,5.93,8.73,0.04,4.365,0.04,2.9233333333333333,2.0,66.66666666666667,2.95,0.03,0.6761687571265679,1.0,0,0.08311648284451853
D5 Highway Corridor (Pernarec),17.02,2.0,5.0,7.0,5.12,4.91,10.02,8.68,8.34,4.34,1.668,2.4314285714285715,0.4,28.571428571428573,2.56,0.982,0.5887191539365453,1.0,0,0.08273135216450163
Motorway M40 Corridor (Eydon),10.89,1.0,4.0,5.0,2.84,3.91,6.75,4.34,6.55,4.34,1.6375,2.178,0.25,20.0,2.84,0.9775,0.6198347107438016,1.0,0,0.08269897478817284
35 Corridor (Östergötland County),5.62,1.0,1.0,2.0,1.99,0.32,2.31,4.96,0.66,4.96,0.66,2.81,1.0,50.0,1.99,0.32,0.4110320284697509,1.0,0,0.08223209040350796
R2 Highway Corridor (Mašková),14.41,2.0,4.0,6.0,5.67,4.25,9.92,8.39,6.02,4.195,1.505,2.401666666666667,0.5,33.333333333333336,2.835,1.0625,0.6884108258154059,1.0,0,0.08204450095103882
Motorway Moreton Spur Corridor (Lloc),5.33,1.0,1.0,2.0,2.8,0.54,3.33,4.45,0.88,4.45,0.88,2.665,1.0,50.0,2.8,0.54,0.624765478424015,1.0,0,0.0818070172818576
R4 Highway Corridor (Košice),12.6,2.0,3.0,5.0,5.48,2.51,7.99,8.55,4.04,4.275,1.3466666666666667,2.52,0.6666666666666666,40.0,2.74,0.8366666666666666,0.6341269841269842,1.0,0,0.08168973951647904
М1 Highway Corridor (Новаколасаўскі сельскі Савет),13.56,2.0,3.0,5.0,4.8,2.62,7.42,8.9,4.66,4.45,1.5533333333333335,2.712,0.6666666666666666,40.0,2.4,0.8733333333333334,0.5471976401179941,1.0,0,0.0816623910006429
Ouluntie Route (Siikalatva),8.56,2.0,0.0,2.0,5.79,0.0,5.79,8.56,0.0,4.28,,4.28,,100.0,2.895,,0.6764018691588785,1.0,0,0.08150285128249778
Strada Henri Coandă Route (Dolj),13.65,2.0,3.0,5.0,5.25,3.2,8.46,8.6,5.05,4.3,1.6833333333333333,2.73,0.6666666666666666,40.0,2.625,1.0666666666666667,0.6197802197802198,1.0,0,0.08149745214876553
Motorway Autovía Ruta de la Plata Corridor (Casas de Millán),7.8,1.0,2.0,3.0,2.16,1.41,3.57,4.73,3.06,4.73,1.53,2.6,0.5,33.333333333333336,2.16,0.705,0.4576923076923077,1.0,0,0.08135152836519616
Motorway Autoestrada do Alentejo Central Corridor (Redondo),12.89,2.0,3.0,5.0,5.39,2.86,8.25,8.53,4.35,4.265,1.45,2.5780000000000003,0.6666666666666666,40.0,2.695,0.9533333333333333,0.6400310318076028,1.0,0,0.08131287135163315
